cds,ad,media_voto,numero_superamenti
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E2401P016] PENSIERO E COMUNICAZIONE,23,1
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E3301M138] ECONOMIA E TECNICA DELLA COMUNICAZIONE AZIENDALE,21.5,2
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E2401P029] TECNICHE DEL COLLOQUIO,18,1
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E2004P042] COMUNICAZIONE E SALUTE,,5
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,"[E2004P041] MALATTIA, SCIENZA, SOCIETA': UN PERCORSO FRA CINEMA E STORIA",,8
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E2004P024] PUBBLICITA',,74
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E2004P023] LINGUAGGI DELLA FOTOGRAFIA,,26
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E2004P021] COMUNICAZIONE GIORNALISTICA,,29
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E2004P020] COMUNICAZIONE CINEMATOGRAFICA,,16
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E2004P019] COMUNICAZIONE AUDIOVISIVA,,14
[E2004P] SCIENZE PSICOSOCIALI DELLA COMUNICAZIONE,[E2004P018] ANALISI E INTERVENTO NEI CONTESTI ORGANIZZATIVI,,26
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P025] PSICOLOGIA ECONOMICA E DEL LAVORO,30,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P009] PSICOLINGUISTICA,30,2
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2001R027] ANTROPOLOGIA DELLA CONTEMPORANEITÀ,30,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2001R007] ANTROPOLOGIA CULTURALE,30,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P016] PENSIERO E COMUNICAZIONE,29.428571428571427,7
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P076] STORIA DELLA FILOSOFIA,29.24390243902439,41
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P026] PSICOLOGIA SOCIALE DELLA COMUNICAZIONE,29,2
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P026] PSICOLOGIA GIURIDICA,28.81935483870968,155
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P027] COMUNICAZIONE D'IMPRESA,28.571428571428573,7
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P031] FATTORI DI RISCHIO E PROTEZIONE NELLA FORMAZIONE DELLA PERSONALITÀ,28.568527918781726,197
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P030] PSICODINAMICA DELLO SVILUPPO E DELLE RELAZIONI FAMILIARI,28.382716049382715,81
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P116] ELEMENTI DI LINGUISTICA E PSICOLINGUISTICA,28.081632653061224,49
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P032] COUNSELLING,28.026785714285715,112
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P040] LA MISURAZIONE IN AMBITO PSICOSOCIALE,28,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P037] VISUAL DESIGN,28,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E1901R085] CINEMA E ARTI VISIVE,28,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E1901R082] PSICOLOGIA DELLA DISABILITA' E DELL'INTEGRAZIONE,28,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P028] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI,27.976744186046513,43
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P064] FILOSOFIA DELLA SCIENZA,27.926470588235293,68
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P022] PSICOLOGIA DEL CICLO DI VITA,27.826446280991735,121
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P118] PSICOLOGIA SOCIALE DEI GRUPPI,27.785714285714285,56
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P011] PSICOLOGIA SOCIALE,27.778816199376948,321
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P102] FONDAMENTI DI ECONOMIA E STRATEGIA AZIENDALE,27.42105263157895,19
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P119] RICERCA INTERVENTO DI COMUNITA',27.294117647058822,119
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P019] PSICOBIOLOGIA DEI DISTURBI COMPORTAMENTALI,27.26027397260274,146
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P117] PSICOLOGIA DELL'EDUCAZIONE E DEI PROCESSI DI APPRENDIMENTO,27.209302325581394,86
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P013] PSICOLOGIA DINAMICA,27.11111111111111,288
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P120] TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE,27.01388888888889,72
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P101] PSICOMETRIA CON LABORATORIO DI SPSS 2,26.988235294117647,340
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P029] TECNICHE DEL COLLOQUIO,26.91743119266055,109
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,"[E2401P015] MOTIVAZIONE, EMOZIONE E PERSONALITÀ",26.851190476190474,168
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P013] PSICOLOGIA DELL'ARTE,26.83050847457627,59
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P068] SOCIOLOGIA,26.767676767676768,99
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P008] PSICOLOGIA FISIOLOGICA,26.59931506849315,292
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P065] STORIA DELLA SCIENZA,26.529411764705884,17
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P038] WEB MARKETING,26.5,4
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P035] CRIMINOLOGIA,26.44776119402985,67
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P002] FONDAMENTI ANATOMO-FISIOLOGICI DELL'ATTIVITÀ PSICHICA,26.312,375
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P007] PSICOLOGIA GENERALE 2,26.19672131147541,244
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P109] PERCEZIONE E ATTENZIONE,26.142857142857142,28
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P005] BIOLOGIA E GENETICA,26.072351421188632,387
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P028] INFORMATICA E GRAFICA PER IL WEB,26,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,"[E2401P006] FILOSOFIA DELLA MENTE, LOGICA E LINGUE NATURALI",25.964912280701753,171
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P004] STORIA DELLA PSICOLOGIA,25.516795865633075,387
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P100] ELEMENTI DI PSICOMETRIA CON LABORATORIO DI SPSS 1,25.422535211267604,355
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P044] PSICOLOGIA SOCIALE DELLA COMUNICAZIONE,25.333333333333332,6
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P010] PSICOLOGIA DELLO SVILUPPO,25.261146496815286,314
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P012] PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI,25.194528875379937,329
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P103] PSICOPATOLOGIA GENERALE,25.133522727272727,352
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P001] PSICOLOGIA GENERALE 1,24.817663817663817,351
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E3101Q103] BASI DI DATI,21,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E1601N055] SCIENZA DELLA POLITICA,20,1
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,"[E2401P114] LE PROFESSIONI PSICOLOGICHE: TEORIE, PRATICHE E METODOLOGIE DI LAVORO A CONFRONTO",,127
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P113] LABORATORIO: PRINCIPI DI BIOETICA E METODI DI APPLICAZIONE DEL CODICE DEONTOLOGICO PROFESSIONALE,,27
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P112] LABORATORIO: METODOLOGIE PER L'ASSESSMENT MULTICULTURALE,,32
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P111] LABORATORIO: METODI DI VALUTAZIONE DELLE ABILITA' COGNITIVE,,35
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P110] LABORATORIO: METODI E TECNICHE DELL'INTERVISTA E DEL FOCUS GROUP,,53
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P105] LABORATORIO: METODI DI INDAGINE SPERIMENTALE IN PSICOLOGIA DEL PENSIERO E DELLA COMUNICAZIONE,,70
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P104] LABORATORIO: METODI E STRUMENTI DI VALUTAZIONE DELLO SVILUPPO COGNITIVO IN ETA' PRESCOLARE,,53
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P071] LABORATORIO: METODOLOGIE PER LA COSTRUZIONE DI TEST E QUESTIONARI,,14
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P053] LABORATORIO: METODI DI VALUTAZIONE DELL'INTERAZIONE E DELLA REGOLAZIONE EMOTIVA GENITORE/BAMBINO,,76
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P052] LABORATORIO: METODI DIAGNOSTICI,,191
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P050] LABORATORIO: METODI DI ANALISI E DI CODIFICA DEL TESTO CLINICO,,32
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P049] LABORATORIO: METODI DI ANALISI DEL FAMILY LIFE SPACE,,155
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P045] LABORATORIO: METODI DI ANALISI DELLA PRODUZIONE TESTUALE E DISCORSIVA,,24
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P040] LABORATORIO: METODI DI VALUTAZIONE DELL'INTELLIGENZA VERBALE E NON VERBALE IN ETÀ EVOLUTIVA,,242
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P039] LABORATORIO: METODI E TECNICHE DI VALUTAZIONE NEUROPSICOLOGICA,,267
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,"[E2401P038] LABORATORIO: METODI E TECNICHE DELLA VALUTAZIONE E DELLA PROMOZIONE DEL BENESSERE NELL'AMBITO ORGANIZZATIVO, SCOLASTICO E DELLA SALUTE",,137
[E2701Q] SCIENZA DEI MATERIALI,[E2702Q045] ELEMENTI DI BIOCHIMICA,30,2
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q051] LABORATORIO DI TECNOLOGIA DEI MATERIALI I,30,1
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q049] LABORATORIO DI TECNOLOGIA DEI MATERIALI II,30,1
[E2701Q] SCIENZA DEI MATERIALI,[E3201Q086] STATISTICA,29.5,2
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q043] STRUTTURA DELLA MATERIA I,28.818181818181817,11
[E2701Q] SCIENZA DEI MATERIALI,[E3201Q084] GESTIONE DI BASE DATI,28.666666666666668,15
[E2701Q] SCIENZA DEI MATERIALI,[E2401P064] FILOSOFIA DELLA SCIENZA,28.25,4
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q050] COMPLEMENTI DI STRUTTURA DELLA MATERIA,28.142857142857142,7
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q038] CHIMICA MACROMOLECOLARE CON LABORATORIO,27.870967741935484,31
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q037] FISICA II,27.076923076923077,13
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q013] CHIMICA FISICA,26.95,20
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q042] LABORATORIO DI FISICA II,26.869565217391305,23
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q041] LABORATORIO DI CHIMICA ORGANICA,26.771428571428572,35
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q045] FISICA DEI MATERIALI CON LABORATORIO,26.75,16
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q044] CHIMICA DEI MATERIALI CERAMICI,26.48,25
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q036] FISICA I CON LABORATORIO,26.40740740740741,27
[E2701Q] SCIENZA DEI MATERIALI,[E2702Q046] MARKETING NELL'INDUSTRIA CHIMICA,26.4,5
[E2701Q] SCIENZA DEI MATERIALI,[E2702Q043] CONTROLLO AMBIENTALE E SICUREZZA,26.4,5
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q040] CHIMICA FISICA DEI MATERIALI,26.285714285714285,21
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q048] CHIMICA DEI MATERIALI POLIMERICI,26.0625,16
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q046] STRUTTURA DELLA MATERIA II,25.9,10
[E2701Q] SCIENZA DEI MATERIALI,[E0201Q064] PROCESSI INDUSTRIALI E BIORAFFINERIE,25.714285714285715,7
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q001] MATEMATICA I,25.605263157894736,38
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q012] LABORATORIO DI CHIMICA ANALITICA STRUMENTALE,25.575,40
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q034] CHIMICA GENERALE E INORGANICA CON LABORATORIO,25.4,50
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q039] MATEMATICA III,25.166666666666668,12
[E2701Q] SCIENZA DEI MATERIALI,[E0201Q055] COMPOSTI ORGANICI DI INTERESSE MERCEOLOGICO,25,1
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q002] MATEMATICA II,24.958333333333332,24
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q035] CHIMICA ORGANICA,23.609756097560975,41
[E2701Q] SCIENZA DEI MATERIALI,[E3001Q052] ELEMENTI DI ELETTRONICA,23.333333333333332,3
[E2701Q] SCIENZA DEI MATERIALI,[E2702Q099] CHIMICA FISICA APPLICATA,23.2,5
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E0201Q046] INFORMATICA,30,1
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q045] ELEMENTI DI BIOCHIMICA,28.325,40
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E3401Q017] GEOCHIMICA,28,1
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E3201Q083] ANALISI CHIMICHE AMBIENTALI,28,1
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA,28,11
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2701Q040] CHIMICA FISICA DEI MATERIALI,27.666666666666668,3
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q101] CHIMICA ORGANICA III E LABORATORIO,27.571428571428573,49
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q097] CHIMICA FISICA III E LABORATORIO,27.46,50
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q009] CHIMICA FISICA I,27.459016393442624,61
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q087] CHIMICA ANALITICA E LABORATORIO,27,57
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E1501N082] ARCHEOLOGIA,27,1
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q085] CHIMICA ORGANICA I,26.979591836734695,49
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q043] CONTROLLO AMBIENTALE E SICUREZZA,26.9375,16
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q104] SISTEMI DI GESTIONE INDUSTRIALE E DI CERTIFICAZIONE,26.785714285714285,14
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q099] CHIMICA FISICA APPLICATA,26.76086956521739,46
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E1301Q066] BIOLOGIA MOLECOLARE,26.75,4
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q089] CHIMICA FISICA II E LABORATORIO,26.736842105263158,38
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q058] CHIMICA ANALITICA STRUMENTALE E LABORATORIO,26.615384615384617,52
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q003] FISICA I,26.571428571428573,56
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q075] MATEMATICA II,26.45762711864407,59
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q094] CHIMICA ORGANICA II E LABORATORIO,26.451612903225808,62
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q004] FISICA II,26.372549019607842,51
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q046] MARKETING NELL'INDUSTRIA CHIMICA,26.272727272727273,11
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q073] CHIMICA INORGANICA II E LABORATORIO,26.162790697674417,43
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q092] CHIMICA INORGANICA I E LABORATORIO,26.125,40
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q106] ECONOMIA E GESTIONE DELLE IMPRESE CHIMICHE,25.75,8
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q056] OPERAZIONI UNITARIE E FONDAMENTALI,25.4,10
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q082] CHIMICA GENERALE E LABORATORIO,25.15625,64
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q001] MATEMATICA I,24.73846153846154,65
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E0201Q067] PATOLOGIA GENERALE,21,1
[E3001Q] FISICA,[E3501Q058] ANALISI NUMERICA,30,4
[E3001Q] FISICA,[E3001Q064] ESPERIMENTAZIONI DI FISICA DEI SOLIDI,30,25
[E3001Q] FISICA,[E3001Q062] ESPERIMENTAZIONI DI PLASMI,30,15
[E3001Q] FISICA,[E3001Q058] ESPERIMENTAZIONI DI ASTROFISICA,29.263157894736842,19
[E3001Q] FISICA,[E3001Q063] ESPERIMENTAZIONI DI BIOFISICA,29.235294117647058,17
[E3001Q] FISICA,[E3501Q014] CALCOLO DELLE PROBABILITA',29,1
[E3001Q] FISICA,[E3001Q066] ESPERIMENTAZIONI DI FISICA COMPUTAZIONALE,29,3
[E3001Q] FISICA,[E3001Q065] ESPERIMENTAZIONI DI FISICA NUCLEARE E SUBNUCLEARE,28.36842105263158,19
[E3001Q] FISICA,[E3501Q059] FISICA MATEMATICA,28.333333333333332,27
[E3001Q] FISICA,[E3001Q053] LABORATORIO DI ELETTRONICA,28,9
[E3001Q] FISICA,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA,27.9,10
[E3001Q] FISICA,[E3001Q042] FISICA II,27.83695652173913,92
[E3001Q] FISICA,[E3001Q068] ELEMENTI DI BIOFOTONICA,27.805555555555557,36
[E3001Q] FISICA,[E3501Q055] GEOMETRIA III,27.5,2
[E3001Q] FISICA,[E3001Q044] LABORATORIO II,27.316239316239315,117
[E3001Q] FISICA,[E3001Q012] LABORATORIO DI INFORMATICA I,27.08695652173913,161
[E3001Q] FISICA,[E0201Q074] BIOFISICA,27,1
[E3001Q] FISICA,[E3001Q046] MECCANICA QUANTISTICA,26.714285714285715,56
[E3001Q] FISICA,[E3001Q037] LABORATORIO I,26.694915254237287,177
[E3001Q] FISICA,[E3001Q048] FISICA NUCLEARE E SUBNUCLEARE,26.676470588235293,68
[E3001Q] FISICA,[E3001Q043] FISICA III,26.629032258064516,124
[E3001Q] FISICA,[E3001Q036] FISICA I,26.319148936170212,141
[E3001Q] FISICA,[E3001Q057] STRUTTURA DELLA MATERIA,26.272727272727273,55
[E3001Q] FISICA,[E3001Q052] ELEMENTI DI ELETTRONICA,26.11764705882353,34
[E3001Q] FISICA,[E4102B054] STATISTICA MEDICA,26,1
[E3001Q] FISICA,[E3002Q029] INTERAZIONE LUCE MATERIA,26,1
[E3001Q] FISICA,[E3001Q033] ANALISI MATEMATICA I,25.829268292682926,82
[E3001Q] FISICA,[E3001Q067] ELEMENTI DI FISICA MEDICA E AMBIENTALE,25.8,40
[E3001Q] FISICA,[E3001Q010] MATEMATICA PER LA FISICA,25.742268041237114,97
[E3001Q] FISICA,[E2401P064] FILOSOFIA DELLA SCIENZA,25.7,10
[E3001Q] FISICA,[E3001Q040] ANALISI MATEMATICA II,25.42528735632184,87
[E3001Q] FISICA,[E3001Q003] MECCANICA CLASSICA,25.16883116883117,154
[E3001Q] FISICA,[E4101B018] ECONOMIA DEI MERCATI MONETARI E FINANZIARI,25,6
[E3001Q] FISICA,[E3501Q003] ALGEBRA I,25,1
[E3001Q] FISICA,[E2004P010] STORIA DELLA SCIENZA,25,1
[E3001Q] FISICA,[E3001Q035] ALGEBRA LINEARE E GEOMETRIA,24.41304347826087,138
[E3001Q] FISICA,[E3501Q062] STATISTICA MATEMATICA,24,2
[E3001Q] FISICA,[E3401Q051] GEOFISICA,23.75,4
[E3001Q] FISICA,[E3001Q038] CHIMICA,23.48695652173913,115
[E3001Q] FISICA,[E3001Q054] ELEMENTI DI ASTROFISICA,23.103448275862068,29
[E3001Q] FISICA,[E3001Q055] ELEMENTI DI FISICA TEORICA,23.076923076923077,13
[E3001Q] FISICA,[E4101B017] ECONOMETRIA,22,1
[E3001Q] FISICA,[E3401Q040] GEOGRAFIA FISICA,19.5,2
[E3001Q] FISICA,[E2702Q099] CHIMICA FISICA APPLICATA,19,1
[E3002Q] OTTICA E OPTOMETRIA,[E1901R091] PSICOLOGIA CLINICA,30,2
[E3002Q] OTTICA E OPTOMETRIA,[E1601N033] ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE,29,2
[E3002Q] OTTICA E OPTOMETRIA,[E1301Q063] BOTANICA,29,2
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q006] FISICA I,28.333333333333332,6
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q031] FISICA III CON LABORATORIO,28.2,15
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q029] INTERAZIONE LUCE MATERIA,28.142857142857142,7
[E3002Q] OTTICA E OPTOMETRIA,[E3301M182] LINGUA-SPAGNOLO,28,1
[E3002Q] OTTICA E OPTOMETRIA,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA,28,1
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q012] LABORATORIO TECNICHE FISICHE PER L?OPTOMETRIA,26.822222222222223,45
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q028] SISTEMI OTTICI E OFTALMICI CON LABORATORIO,26.566666666666666,30
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q030] STORIA E SVILUPPI DEGLI STRUMENTI OTTICI,26.157894736842106,19
[E3002Q] OTTICA E OPTOMETRIA,[E1801M052] LINGUA - SPAGNOLO,26,1
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q037] LABORATORIO OTTICA DELLA CONTATTOLOGIA,25.933333333333334,45
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q027] CHIMICA,25.863636363636363,22
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q033] OTTICA GEOMETRICA E OFTALMICA CON LABORATORIO,25.52,25
[E3002Q] OTTICA E OPTOMETRIA,[E1901R085] CINEMA E ARTI VISIVE,25.5,2
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q010] TECNICHE FISICHE PER L?OPTOMETRIA GENERALE,25.35483870967742,31
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q008] FISIOLOGIA GENERALE ED OCULARE,25.35483870967742,31
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q002] ISTITUZIONI DI MATEMATICA II,24.325,40
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q011] OTTICA DELLA CONTATTOLOGIA GENERALE,24.125,16
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q009] FISICA II,24.1,10
[E3002Q] OTTICA E OPTOMETRIA,[E0201Q054] FARMACOLOGIA,23.77777777777778,9
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q032] ANATOMIA E ISTOLOGIA UMANA E OCULARE,23.28,25
[E3002Q] OTTICA E OPTOMETRIA,[E1301Q069] FARMACOLOGIA,23.142857142857142,7
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q034] OPTOMETRIA AVANZATA CON LABORATORIO,23.11111111111111,9
[E3002Q] OTTICA E OPTOMETRIA,[E3301M180] LINGUA - INGLESE,23,2
[E3002Q] OTTICA E OPTOMETRIA,[E1901R107] PEDAGOGIA DEL CORPO,22.333333333333332,3
[E3002Q] OTTICA E OPTOMETRIA,[E2001R010] ORGANIZZAZIONE AZIENDALE,22,1
[E3002Q] OTTICA E OPTOMETRIA,[E1802M116] MANAGEMENT,22,1
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q001] ISTITUZIONI DI MATEMATICA I,21.10810810810811,37
[E3101Q] INFORMATICA,[E3001Q040] ANALISI MATEMATICA II,30,1
[E3101Q] INFORMATICA,[E3101Q117] BUSINESS INTELLIGENCE PER I SERVIZI FINANZIARI,29.666666666666668,21
[E3101Q] INFORMATICA,[E3101Q116] ELEMENTI DI BIOINFORMATICA,29.625,16
[E3101Q] INFORMATICA,[E3101Q131] METODI INFORMATICI PER LA GESTIONE AZIENDALE,28.137931034482758,29
[E3101Q] INFORMATICA,[E3101Q114] ROBOTICA E AUTOMAZIONE,27.8,5
[E3101Q] INFORMATICA,[E3101Q122] PROGRAMMAZIONE E AMMINISTRAZIONE DI SISTEMA,27.775,40
[E3101Q] INFORMATICA,[E3101Q120] INTERAZIONE UOMO - MACCHINA,27.622222222222224,45
[E3101Q] INFORMATICA,[E3101Q121] METODI FORMALI,27.428571428571427,7
[E3101Q] INFORMATICA,[E3101Q109] ANALISI E PROGETTAZIONE DEL SOFTWARE,27.376623376623378,231
[E3101Q] INFORMATICA,[E3101Q123] SICUREZZA ED AFFIDABILITA',26.73170731707317,164
[E3101Q] INFORMATICA,[E3101Q113] ANALISI E PROGETTO DI ALGORITMI,26.685897435897434,156
[E3101Q] INFORMATICA,[E3101Q105] PROGRAMMAZIONE 1,26.612099644128115,281
[E3101Q] INFORMATICA,[E3101Q107] ALGORITMI E STRUTTURE DATI,26.56611570247934,242
