cds,ad,media_voto
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2001R007] ANTROPOLOGIA CULTURALE,30
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P016] PENSIERO E COMUNICAZIONE,29.428571428571427
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P076] STORIA DELLA FILOSOFIA,29.24390243902439
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P026] PSICOLOGIA SOCIALE DELLA COMUNICAZIONE,29
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P026] PSICOLOGIA GIURIDICA,28.81935483870968
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P027] COMUNICAZIONE D'IMPRESA,28.571428571428573
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P031] FATTORI DI RISCHIO E PROTEZIONE NELLA FORMAZIONE DELLA PERSONALITÀ,28.568527918781726
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P030] PSICODINAMICA DELLO SVILUPPO E DELLE RELAZIONI FAMILIARI,28.382716049382715
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P116] ELEMENTI DI LINGUISTICA E PSICOLINGUISTICA,28.081632653061224
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P032] COUNSELLING,28.026785714285715
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P040] LA MISURAZIONE IN AMBITO PSICOSOCIALE,28
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P037] VISUAL DESIGN,28
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E1901R085] CINEMA E ARTI VISIVE,28
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E1901R082] PSICOLOGIA DELLA DISABILITA' E DELL'INTEGRAZIONE,28
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P028] PSICOLOGIA DEL COMPORTAMENTO ECONOMICO E DEI CONSUMI,27.976744186046513
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P064] FILOSOFIA DELLA SCIENZA,27.926470588235293
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P022] PSICOLOGIA DEL CICLO DI VITA,27.826446280991735
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P118] PSICOLOGIA SOCIALE DEI GRUPPI,27.785714285714285
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P011] PSICOLOGIA SOCIALE,27.778816199376948
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P102] FONDAMENTI DI ECONOMIA E STRATEGIA AZIENDALE,27.42105263157895
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P119] RICERCA INTERVENTO DI COMUNITA',27.294117647058822
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P019] PSICOBIOLOGIA DEI DISTURBI COMPORTAMENTALI,27.26027397260274
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P117] PSICOLOGIA DELL'EDUCAZIONE E DEI PROCESSI DI APPRENDIMENTO,27.209302325581394
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P013] PSICOLOGIA DINAMICA,27.11111111111111
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P120] TEORIE E STRUMENTI PER LA GESTIONE E LO SVILUPPO DEL PERSONALE,27.01388888888889
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P101] PSICOMETRIA CON LABORATORIO DI SPSS 2,26.988235294117647
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P029] TECNICHE DEL COLLOQUIO,26.91743119266055
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,"[E2401P015] MOTIVAZIONE, EMOZIONE E PERSONALITÀ",26.851190476190474
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P013] PSICOLOGIA DELL'ARTE,26.83050847457627
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P068] SOCIOLOGIA,26.767676767676768
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P008] PSICOLOGIA FISIOLOGICA,26.59931506849315
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P065] STORIA DELLA SCIENZA,26.529411764705884
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P038] WEB MARKETING,26.5
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P035] CRIMINOLOGIA,26.44776119402985
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P002] FONDAMENTI ANATOMO-FISIOLOGICI DELL'ATTIVITÀ PSICHICA,26.312
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P007] PSICOLOGIA GENERALE 2,26.19672131147541
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P109] PERCEZIONE E ATTENZIONE,26.142857142857142
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P005] BIOLOGIA E GENETICA,26.072351421188632
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P028] INFORMATICA E GRAFICA PER IL WEB,26
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,"[E2401P006] FILOSOFIA DELLA MENTE, LOGICA E LINGUE NATURALI",25.964912280701753
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P004] STORIA DELLA PSICOLOGIA,25.516795865633075
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P100] ELEMENTI DI PSICOMETRIA CON LABORATORIO DI SPSS 1,25.422535211267604
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2004P044] PSICOLOGIA SOCIALE DELLA COMUNICAZIONE,25.333333333333332
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P010] PSICOLOGIA DELLO SVILUPPO,25.261146496815286
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P012] PSICOLOGIA DEL LAVORO E DELLE ORGANIZZAZIONI,25.194528875379937
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P103] PSICOPATOLOGIA GENERALE,25.133522727272727
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P001] PSICOLOGIA GENERALE 1,24.817663817663817
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E3101Q103] BASI DI DATI,21
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E1601N055] SCIENZA DELLA POLITICA,20
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,"[E2401P114] LE PROFESSIONI PSICOLOGICHE: TEORIE, PRATICHE E METODOLOGIE DI LAVORO A CONFRONTO",
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P113] LABORATORIO: PRINCIPI DI BIOETICA E METODI DI APPLICAZIONE DEL CODICE DEONTOLOGICO PROFESSIONALE,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P112] LABORATORIO: METODOLOGIE PER L'ASSESSMENT MULTICULTURALE,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P111] LABORATORIO: METODI DI VALUTAZIONE DELLE ABILITA' COGNITIVE,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P110] LABORATORIO: METODI E TECNICHE DELL'INTERVISTA E DEL FOCUS GROUP,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P105] LABORATORIO: METODI DI INDAGINE SPERIMENTALE IN PSICOLOGIA DEL PENSIERO E DELLA COMUNICAZIONE,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P104] LABORATORIO: METODI E STRUMENTI DI VALUTAZIONE DELLO SVILUPPO COGNITIVO IN ETA' PRESCOLARE,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P071] LABORATORIO: METODOLOGIE PER LA COSTRUZIONE DI TEST E QUESTIONARI,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P053] LABORATORIO: METODI DI VALUTAZIONE DELL'INTERAZIONE E DELLA REGOLAZIONE EMOTIVA GENITORE/BAMBINO,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P052] LABORATORIO: METODI DIAGNOSTICI,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P050] LABORATORIO: METODI DI ANALISI E DI CODIFICA DEL TESTO CLINICO,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P049] LABORATORIO: METODI DI ANALISI DEL FAMILY LIFE SPACE,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P045] LABORATORIO: METODI DI ANALISI DELLA PRODUZIONE TESTUALE E DISCORSIVA,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P040] LABORATORIO: METODI DI VALUTAZIONE DELL'INTELLIGENZA VERBALE E NON VERBALE IN ETÀ EVOLUTIVA,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E2401P039] LABORATORIO: METODI E TECNICHE DI VALUTAZIONE NEUROPSICOLOGICA,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,"[E2401P038] LABORATORIO: METODI E TECNICHE DELLA VALUTAZIONE E DELLA PROMOZIONE DEL BENESSERE NELL'AMBITO ORGANIZZATIVO, SCOLASTICO E DELLA SALUTE",
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[E1301Q067] IMMUNOLOGIA E PATOLOGIA,
[E2401P] SCIENZE E TECNICHE PSICOLOGICHE,[A5810070] MEDICINA LEGALE,
[E2701Q] SCIENZA DEI MATERIALI,[E2702Q045] ELEMENTI DI BIOCHIMICA,30
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q051] LABORATORIO DI TECNOLOGIA DEI MATERIALI I,30
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q049] LABORATORIO DI TECNOLOGIA DEI MATERIALI II,30
[E2701Q] SCIENZA DEI MATERIALI,[E3201Q086] STATISTICA,29.5
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q043] STRUTTURA DELLA MATERIA I,28.818181818181817
[E2701Q] SCIENZA DEI MATERIALI,[E3201Q084] GESTIONE DI BASE DATI,28.666666666666668
[E2701Q] SCIENZA DEI MATERIALI,[E2401P064] FILOSOFIA DELLA SCIENZA,28.25
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q050] COMPLEMENTI DI STRUTTURA DELLA MATERIA,28.142857142857142
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q038] CHIMICA MACROMOLECOLARE CON LABORATORIO,27.870967741935484
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q037] FISICA II,27.076923076923077
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q013] CHIMICA FISICA,26.95
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q042] LABORATORIO DI FISICA II,26.869565217391305
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q041] LABORATORIO DI CHIMICA ORGANICA,26.771428571428572
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q045] FISICA DEI MATERIALI CON LABORATORIO,26.75
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q044] CHIMICA DEI MATERIALI CERAMICI,26.48
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q036] FISICA I CON LABORATORIO,26.40740740740741
[E2701Q] SCIENZA DEI MATERIALI,[E2702Q046] MARKETING NELL'INDUSTRIA CHIMICA,26.4
[E2701Q] SCIENZA DEI MATERIALI,[E2702Q043] CONTROLLO AMBIENTALE E SICUREZZA,26.4
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q040] CHIMICA FISICA DEI MATERIALI,26.285714285714285
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q048] CHIMICA DEI MATERIALI POLIMERICI,26.0625
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q046] STRUTTURA DELLA MATERIA II,25.9
[E2701Q] SCIENZA DEI MATERIALI,[E0201Q064] PROCESSI INDUSTRIALI E BIORAFFINERIE,25.714285714285715
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q001] MATEMATICA I,25.605263157894736
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q012] LABORATORIO DI CHIMICA ANALITICA STRUMENTALE,25.575
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q034] CHIMICA GENERALE E INORGANICA CON LABORATORIO,25.4
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q039] MATEMATICA III,25.166666666666668
[E2701Q] SCIENZA DEI MATERIALI,[E0201Q055] COMPOSTI ORGANICI DI INTERESSE MERCEOLOGICO,25
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q002] MATEMATICA II,24.958333333333332
[E2701Q] SCIENZA DEI MATERIALI,[E2701Q035] CHIMICA ORGANICA,23.609756097560975
[E2701Q] SCIENZA DEI MATERIALI,[E3001Q052] ELEMENTI DI ELETTRONICA,23.333333333333332
[E2701Q] SCIENZA DEI MATERIALI,[E2702Q099] CHIMICA FISICA APPLICATA,23.2
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E0201Q046] INFORMATICA,30
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q045] ELEMENTI DI BIOCHIMICA,28.325
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E3401Q017] GEOCHIMICA,28
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E3201Q083] ANALISI CHIMICHE AMBIENTALI,28
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA,28
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2701Q040] CHIMICA FISICA DEI MATERIALI,27.666666666666668
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q101] CHIMICA ORGANICA III E LABORATORIO,27.571428571428573
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q097] CHIMICA FISICA III E LABORATORIO,27.46
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q009] CHIMICA FISICA I,27.459016393442624
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q087] CHIMICA ANALITICA E LABORATORIO,27
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E1501N082] ARCHEOLOGIA,27
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q085] CHIMICA ORGANICA I,26.979591836734695
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q043] CONTROLLO AMBIENTALE E SICUREZZA,26.9375
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q104] SISTEMI DI GESTIONE INDUSTRIALE E DI CERTIFICAZIONE,26.785714285714285
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q099] CHIMICA FISICA APPLICATA,26.76086956521739
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E1301Q066] BIOLOGIA MOLECOLARE,26.75
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q089] CHIMICA FISICA II E LABORATORIO,26.736842105263158
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q058] CHIMICA ANALITICA STRUMENTALE E LABORATORIO,26.615384615384617
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q003] FISICA I,26.571428571428573
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q075] MATEMATICA II,26.45762711864407
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q094] CHIMICA ORGANICA II E LABORATORIO,26.451612903225808
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q004] FISICA II,26.372549019607842
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q046] MARKETING NELL'INDUSTRIA CHIMICA,26.272727272727273
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q073] CHIMICA INORGANICA II E LABORATORIO,26.162790697674417
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q092] CHIMICA INORGANICA I E LABORATORIO,26.125
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q106] ECONOMIA E GESTIONE DELLE IMPRESE CHIMICHE,25.75
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q056] OPERAZIONI UNITARIE E FONDAMENTALI,25.4
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q082] CHIMICA GENERALE E LABORATORIO,25.15625
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E2702Q001] MATEMATICA I,24.73846153846154
[E2702Q] SCIENZE E TECNOLOGIE CHIMICHE,[E0201Q067] PATOLOGIA GENERALE,21
[E3001Q] FISICA,[E3501Q058] ANALISI NUMERICA,30
[E3001Q] FISICA,[E3001Q064] ESPERIMENTAZIONI DI FISICA DEI SOLIDI,30
[E3001Q] FISICA,[E3001Q062] ESPERIMENTAZIONI DI PLASMI,30
[E3001Q] FISICA,[E3001Q058] ESPERIMENTAZIONI DI ASTROFISICA,29.263157894736842
[E3001Q] FISICA,[E3001Q063] ESPERIMENTAZIONI DI BIOFISICA,29.235294117647058
[E3001Q] FISICA,[E3501Q014] CALCOLO DELLE PROBABILITA',29
[E3001Q] FISICA,[E3001Q066] ESPERIMENTAZIONI DI FISICA COMPUTAZIONALE,29
[E3001Q] FISICA,[E3001Q065] ESPERIMENTAZIONI DI FISICA NUCLEARE E SUBNUCLEARE,28.36842105263158
[E3001Q] FISICA,[E3501Q059] FISICA MATEMATICA,28.333333333333332
[E3001Q] FISICA,[E3001Q053] LABORATORIO DI ELETTRONICA,28
[E3001Q] FISICA,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA,27.9
[E3001Q] FISICA,[E3001Q042] FISICA II,27.83695652173913
[E3001Q] FISICA,[E3001Q068] ELEMENTI DI BIOFOTONICA,27.805555555555557
[E3001Q] FISICA,[E3501Q055] GEOMETRIA III,27.5
[E3001Q] FISICA,[E3001Q044] LABORATORIO II,27.316239316239315
[E3001Q] FISICA,[E3001Q012] LABORATORIO DI INFORMATICA I,27.08695652173913
[E3001Q] FISICA,[E0201Q074] BIOFISICA,27
[E3001Q] FISICA,[E3001Q046] MECCANICA QUANTISTICA,26.714285714285715
[E3001Q] FISICA,[E3001Q037] LABORATORIO I,26.694915254237287
[E3001Q] FISICA,[E3001Q048] FISICA NUCLEARE E SUBNUCLEARE,26.676470588235293
[E3001Q] FISICA,[E3001Q043] FISICA III,26.629032258064516
[E3001Q] FISICA,[E3001Q036] FISICA I,26.319148936170212
[E3001Q] FISICA,[E3001Q057] STRUTTURA DELLA MATERIA,26.272727272727273
[E3001Q] FISICA,[E3001Q052] ELEMENTI DI ELETTRONICA,26.11764705882353
[E3001Q] FISICA,[E4102B054] STATISTICA MEDICA,26
[E3001Q] FISICA,[E3002Q029] INTERAZIONE LUCE MATERIA,26
[E3001Q] FISICA,[E3001Q033] ANALISI MATEMATICA I,25.829268292682926
[E3001Q] FISICA,[E3001Q067] ELEMENTI DI FISICA MEDICA E AMBIENTALE,25.8
[E3001Q] FISICA,[E3001Q010] MATEMATICA PER LA FISICA,25.742268041237114
[E3001Q] FISICA,[E2401P064] FILOSOFIA DELLA SCIENZA,25.7
[E3001Q] FISICA,[E3001Q040] ANALISI MATEMATICA II,25.42528735632184
[E3001Q] FISICA,[E3001Q003] MECCANICA CLASSICA,25.16883116883117
[E3001Q] FISICA,[E4101B018] ECONOMIA DEI MERCATI MONETARI E FINANZIARI,25
[E3001Q] FISICA,[E3501Q003] ALGEBRA I,25
[E3001Q] FISICA,[E2004P010] STORIA DELLA SCIENZA,25
[E3001Q] FISICA,[E3001Q035] ALGEBRA LINEARE E GEOMETRIA,24.41304347826087
[E3001Q] FISICA,[E3501Q062] STATISTICA MATEMATICA,24
[E3001Q] FISICA,[E3401Q051] GEOFISICA,23.75
[E3001Q] FISICA,[E3001Q038] CHIMICA,23.48695652173913
[E3001Q] FISICA,[E3001Q054] ELEMENTI DI ASTROFISICA,23.103448275862068
[E3001Q] FISICA,[E3001Q055] ELEMENTI DI FISICA TEORICA,23.076923076923077
[E3001Q] FISICA,[E4101B017] ECONOMETRIA,22
[E3001Q] FISICA,[E3401Q040] GEOGRAFIA FISICA,19.5
[E3001Q] FISICA,[E2702Q099] CHIMICA FISICA APPLICATA,19
[E3001Q] FISICA,[E2701Q035] CHIMICA ORGANICA,
[E3001Q] FISICA,[E1803M054] ECONOMIA DEL SETTORE FINANZIARIO,
[E3001Q] FISICA,[E1803M051] MATEMATICA PER LA FINANZA,
[E3002Q] OTTICA E OPTOMETRIA,[E1901R091] PSICOLOGIA CLINICA,30
[E3002Q] OTTICA E OPTOMETRIA,[E1601N033] ECONOMIA E MANAGEMENT DELLE RETI E DELLE PICCOLE IMPRESE,29
[E3002Q] OTTICA E OPTOMETRIA,[E1301Q063] BOTANICA,29
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q006] FISICA I,28.333333333333332
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q031] FISICA III CON LABORATORIO,28.2
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q029] INTERAZIONE LUCE MATERIA,28.142857142857142
[E3002Q] OTTICA E OPTOMETRIA,[E3301M182] LINGUA-SPAGNOLO,28
[E3002Q] OTTICA E OPTOMETRIA,[E2001R014] LOGICA E FILOSOFIA DELLA SCIENZA,28
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q012] LABORATORIO TECNICHE FISICHE PER L?OPTOMETRIA,26.822222222222223
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q028] SISTEMI OTTICI E OFTALMICI CON LABORATORIO,26.566666666666666
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q030] STORIA E SVILUPPI DEGLI STRUMENTI OTTICI,26.157894736842106
[E3002Q] OTTICA E OPTOMETRIA,[E1801M052] LINGUA - SPAGNOLO,26
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q037] LABORATORIO OTTICA DELLA CONTATTOLOGIA,25.933333333333334
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q027] CHIMICA,25.863636363636363
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q033] OTTICA GEOMETRICA E OFTALMICA CON LABORATORIO,25.52
[E3002Q] OTTICA E OPTOMETRIA,[E1901R085] CINEMA E ARTI VISIVE,25.5
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q010] TECNICHE FISICHE PER L?OPTOMETRIA GENERALE,25.35483870967742
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q008] FISIOLOGIA GENERALE ED OCULARE,25.35483870967742
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q002] ISTITUZIONI DI MATEMATICA II,24.325
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q011] OTTICA DELLA CONTATTOLOGIA GENERALE,24.125
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q009] FISICA II,24.1
[E3002Q] OTTICA E OPTOMETRIA,[E0201Q054] FARMACOLOGIA,23.77777777777778
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q032] ANATOMIA E ISTOLOGIA UMANA E OCULARE,23.28
[E3002Q] OTTICA E OPTOMETRIA,[E1301Q069] FARMACOLOGIA,23.142857142857142
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q034] OPTOMETRIA AVANZATA CON LABORATORIO,23.11111111111111
[E3002Q] OTTICA E OPTOMETRIA,[E3301M180] LINGUA - INGLESE,23
[E3002Q] OTTICA E OPTOMETRIA,[E1901R107] PEDAGOGIA DEL CORPO,22.333333333333332
[E3002Q] OTTICA E OPTOMETRIA,[E2001R010] ORGANIZZAZIONE AZIENDALE,22
[E3002Q] OTTICA E OPTOMETRIA,[E1802M116] MANAGEMENT,22
[E3002Q] OTTICA E OPTOMETRIA,[E3002Q001] ISTITUZIONI DI MATEMATICA I,21.10810810810811
[E3002Q] OTTICA E OPTOMETRIA,[E2401P109] PERCEZIONE E ATTENZIONE,
[E3002Q] OTTICA E OPTOMETRIA,[E2004P004] PSICOLOGIA GENERALE PER LA COMUNICAZIONE,
[E3101Q] INFORMATICA,[E3001Q040] ANALISI MATEMATICA II,30
[E3101Q] INFORMATICA,[E3101Q117] BUSINESS INTELLIGENCE PER I SERVIZI FINANZIARI,29.666666666666668
[E3101Q] INFORMATICA,[E3101Q116] ELEMENTI DI BIOINFORMATICA,29.625
[E3101Q] INFORMATICA,[E3101Q131] METODI INFORMATICI PER LA GESTIONE AZIENDALE,28.137931034482758
[E3101Q] INFORMATICA,[E3101Q114] ROBOTICA E AUTOMAZIONE,27.8
[E3101Q] INFORMATICA,[E3101Q122] PROGRAMMAZIONE E AMMINISTRAZIONE DI SISTEMA,27.775
[E3101Q] INFORMATICA,[E3101Q120] INTERAZIONE UOMO - MACCHINA,27.622222222222224
[E3101Q] INFORMATICA,[E3101Q121] METODI FORMALI,27.428571428571427
[E3101Q] INFORMATICA,[E3101Q109] ANALISI E PROGETTAZIONE DEL SOFTWARE,27.376623376623378
[E3101Q] INFORMATICA,[E3101Q123] SICUREZZA ED AFFIDABILITA',26.73170731707317
[E3101Q] INFORMATICA,[E3101Q113] ANALISI E PROGETTO DI ALGORITMI,26.685897435897434
[E3101Q] INFORMATICA,[E3101Q105] PROGRAMMAZIONE 1,26.612099644128115
[E3101Q] INFORMATICA,[E3101Q107] ALGORITMI E STRUTTURE DATI,26.56611570247934
[E3101Q] INFORMATICA,[E3101Q124] SISTEMI EMBEDDED,26.307692307692307
[E3101Q] INFORMATICA,[E3101Q111] LINGUAGGI E COMPUTABILITA',26.21030042918455
[E3101Q] INFORMATICA,[E3101Q127] PROBABILITA' E STATISTICA PER L'INFORMATICA,26.1123595505618
[E3101Q] INFORMATICA,[E3101Q103] BASI DI DATI,26.025751072961373
[E3101Q] INFORMATICA,[E3101Q112] SISTEMI DISTRIBUITI,25.901960784313726
[E3101Q] INFORMATICA,[E3101Q130] FISICA,25.79047619047619
[E3101Q] INFORMATICA,[E3101Q108] LINGUAGGI DI PROGRAMMAZIONE,25.689839572192515
[E3101Q] INFORMATICA,[E3101Q118] ELABORAZIONE DELLE IMMAGINI,25.392857142857142
[E3101Q] INFORMATICA,[E3101Q106] PROGRAMMAZIONE 2,25.148471615720524
[E3101Q] INFORMATICA,[E3101Q126] TRATTAMENTO E CODIFICA DI DATI MULTIMEDIALI,25
[E3101Q] INFORMATICA,[E3101Q119] INGEGNERIA DEL SOFTWARE,24.22222222222222
[E3101Q] INFORMATICA,[E3101Q110] RETI E SISTEMI OPERATIVI,24.085308056872037
[E3101Q] INFORMATICA,[E3101Q115] COMPLEMENTI DI BASI DI DATI,23.95744680851064
[E3101Q] INFORMATICA,[E3101Q128] RICERCA OPERATIVA E PIANIFICAZIONE DELLE RISORSE,23.622754491017965
[E3101Q] INFORMATICA,[E3101Q102] FONDAMENTI DELL'INFORMATICA,23.58
[E3101Q] INFORMATICA,[E3501Q003] ALGEBRA I,22
[E3101Q] INFORMATICA,[E3101Q129] METODI ALGEBRICI PER L'INFORMATICA,21.914285714285715
[E3101Q] INFORMATICA,[E3101Q104] ARCHITETTURA DEGLI ELABORATORI,21.6
[E3101Q] INFORMATICA,[E3101Q101] COMPLEMENTI DI MATEMATICA,20.864864864864863
[E3101Q] INFORMATICA,[E3101Q100] ANALISI MATEMATICA,20.649006622516556
[E3101Q] INFORMATICA,[E3501Q004] GEOMETRIA I,
[E3201Q] SCIENZE E TECNOLOGIE PER L'AMBIENTE,[E3201Q086] STATISTICA,28.75
